location,state,year,lat,long,Primary Funding Source ,fund_source,fund_type,length,volume,actual_cost,2013 CF$,cost_2013,$/CY,CY/Foot,Other Funding Info,Source/Comment
Pinellas County: Sand Key/Clearwater to North Redington Beach,FL,2012,27.93997,-82.83965,Federal,Federal,Shore Protection,"45,936.00","1,300,000.00","31,500,000.00",0.964,"32,676,348.55",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/SandKey-2012.pdf,,,
Pinellas County: Sand Key/Clearwater to North Redington Beach (Phase IV),FL,1999,27.93997,-82.83965,Federal,Federal,Shore Protection,"45,936.00","2,600,000.00","24,000,000.00",0.699,"34,334,763.95",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/SandKey-2012.pdf,,,
Pinellas County: Sand Key/Indian Rocks Beach (Phase II),FL,1990,27.892752,-82.85077,Federal,Federal,Shore Protection,"13,728.00","1,300,000.00","14,500,000.00",0.571,"25,394,045.53",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/SandKey-2012.pdf,,,
"Pinellas County: Sand Key/Indian Shores, Redington Shores & North Redington Beach (Phase III)",FL,1992,27.833119,-82.836169,Federal,Federal,Shore Protection,"15,840.00","850,000.00","11,700,000.00",0.588,"19,897,959.18",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/SandKey-2012.pdf,,,
Pinellas County: Treasure Island/Sunset Beach,FL,1996,27.749268,-82.762831,Federal,Federal,Shore Protection,"2,481.00","51,300.00","780,000.00",0.658,"1,185,410.33",https://www.pinellascounty.org/Plan/comp_plan/05coastal/ch-2.pdf,,,
Pinellas County: Treasure Island/Sunset Beach,FL,2000,27.749268,-82.762831,Federal,Federal,Shore Protection,"8,448.00","350,000.00","1,500,000.00",0.725,"2,068,965.52",https://www.pinellascounty.org/Plan/comp_plan/05coastal/ch-2.pdf,,,
Pinellas County: Treasure Island/Sunset Beach,FL,2004,27.749268,-82.762831,Federal,Federal,Shore Protection,"5,280.00","225,000.00",0.00,0.793,0.00,https://www.pinellascounty.org/Plan/comp_plan/05coastal/ch-2.pdf,,,
Pinellas County: Treasure Island/Sunset Beach,FL,2006,27.749268,-82.762831,Federal,Federal,Shore Protection,"7,920.00","180,000.00",0.00,0.847,0.00,http://www.pinellascounty.org/environment/coastalMngmt/pdfs/TI-LK-Final.pdf,,,
Pinellas County: Treasure Island/Sunset Beach,FL,2010,27.749268,-82.762831,Federal,Federal,Navigation,"4,000.00","125,423.00","1,750,000.00",0.916,"1,910,480.35",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/TreasureIsland-LongKey_10-20-2010.pdf,,,
Pinellas County: Treasure Island/Sunset Beach,FL,2014,27.749268,-82.762831,Federal,Federal,Emergency,"7,200.00","232,407.00","8,404,496.00",0.994,"8,455,227.36",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/TreasureIsland-LongKey-St-Pete-Beach_2014.pdf,,,
Pinellas County: Treasure Island/Sunshine Beach,FL,1991,27.773736,-82.778607,Federal,Federal,Navigation,"2,112.00","56,000.00",0.00,0.571,0.00,https://www.pinellascounty.org/Plan/comp_plan/05coastal/ch-2.pdf,,,
Pinellas County: Treasure Island/Sunshine Beach,FL,2010,27.773736,-82.778607,Federal,Federal,Navigation,"3,000.00","127,260.00","1,750,000.00",0.916,"1,910,480.35",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/TreasureIsland-LongKey_10-20-2010.pdf,,,
Pinellas County: Treasure Island/Sunshine Beach,FL,2014,27.773736,-82.778607,Federal,Federal,Emergency,"2,000.00","66,892.00","2,419,000.00",0.994,"2,433,601.61",http://www.pinellascounty.org/environment/coastalMngmt/pdfs/TreasureIsland-LongKey_10-20-2010.pdf,,,
Pirate's Beach,TX,1998,29.203148,-94.935747,Unknown,Unknown,Unknown,"5,000.00",0.00,0.00,0.685,0.00,,,,
Pirate's Beach,TX,1999,29.203148,-94.935747,Unknown,Unknown,Unknown,"7,785.00","19,500.00",0.00,0.699,0.00,,,,
Pleasure Bay Beach,MA,1996,42.335675,-71.023436,State,State,Unknown,0.00,"10,600.00","159,000.00",0.658,"241,641.34",2,,,
Plumb Beach,NY,1992,40.583648,-73.927345,Federal,Federal,Navigation,"1,000.00","145,000.00","1,329,000.00",0.588,"2,260,204.08",,,,
Plumb Beach,NY,2012,40.583648,-73.927345,Federal,Federal,Emergency,"1,000.00","127,000.00","3,500,000.00",0.964,"3,630,705.39",http://www.nan.usace.army.mil/Media/NewsReleases/tabid/3948/Article/12074/army-corps-plumb-beach-coastal-storm-risk-reduction-work-to-temporarily-close-b.aspx,,,
Point Lookout/Jones Inlet,NY,1995,40.585783,-73.581533,Federal,Federal,Navigation,0.00,"459,000.00",0.00,0.641,0.00,,,,
Point Lookout/Jones Inlet,NY,2013,40.585783,-73.581533,Federal,Federal,Emergency,,"636,050.00","9,646,550.00",0.978,"9,863,548.06",https://www.fbo.gov/index?s=opportunity&mode=form&id=2cb43f72d879db1872a68ec413fe2719&tab=core&_cview=0,,,
Pointe San Luis Subdivision,TX,2001,29.266784,-94.824929,State,State,Unknown,"1,310.00","13,300.00","90,000.00",0.746,"120,643.43",,,,
Port Chehalis,WA,1995,46.904534,-124.133229,Federal,Federal,Shore Protection,0.00,"300,000.00","1,404,988.00",0.641,"2,191,868.95",,,,
Port Monmouth,NJ,2012,40.4395,-74.093714,Federal,Federal,Shore Protection,0.00,"800,000.00","12,900,000.00",0.964,"13,381,742.74",,,,
Port Monmouth: Middletown Township,NJ,2015,40.440386,-74.095041,Federal,Federal,Emergency,"3,500.00","391,000.00","17,731,250.00",0.995,"17,820,351.76",https://www.fbo.gov/?s=opportunity&mode=form&id=49298404dc25b176326d0d1ed250abcf&tab=core&_cview=1,,,
"Prospect Beach, West Haven",CT,1995,41.246821,-72.964861,Federal,Federal,Shore Protection,"4,500.00","675,000.00","2,268,000.00",0.641,"3,538,221.53",87,,,
"Quincy Shore Beach (Wollaston Beach), Quincy ",MA,1996,42.277944,-71.011934,State,State,Unknown,0.00,"44,200.00","663,000.00",0.658,"1,007,598.78",2,,,
Quintana,TX,2004,28.931472,-95.305367,State,State,Unknown,0.00,0.00,"1,010,000.00",0.793,"1,273,644.39",,,,
Quintana Dune Restoration,TX,2003,28.933641,-95.301011,State,State,Unknown,"1,500.00",0.00,0.00,0.775,0.00,,,,
Raccoon Island Shoreline Protection (TE-0048),LA,2014,29.050989,-90.933495,Federal,Federal,Shore Protection,"9,683.00","735,340.00","13,165,647.37",0.994,"13,245,118.08",https://cims.coastal.louisiana.gov/outreach/ProjectView.aspx?projID=TE-0048,,,
"Redondo Beach, Los Angeles County",CA,1991,33.854094,-118.399572,Federal,Federal,Navigation,0.00,"6,000.00",0.00,0.571,0.00,,,,
"Redondo Beach, Los Angeles County",CA,2000,33.854094,-118.399572,Local,Local,Unknown,0.00,"230,000.00",0.00,0.725,0.00,,,,
Rehoboth Beach,DE,1998,38.720926,-75.076253,State,State,Unknown,"3,500.00","274,300.00","1,087,750.00",0.685,"1,587,956.20",,,,
Rehoboth Beach/Dewey Beach,DE,2006,38.69298,-75.07179,Federal,Federal,Shore Protection,"13,500.00",0.00,"16,505,000.00",0.847,"19,486,422.67",,,,
Rehoboth Beach/Dewey Beach,DE,2009,38.69298,-75.07179,Federal,Federal,Shore Protection,"13,500.00","290,000.00","7,470,000.00",0.901,"8,290,788.01",http://www.nap.usace.army.mil/Portals/39/docs/Civil/Public%20Notice/Area%20B_Final_EA_May_2016.pdf?ver=2016-09-12-165525-350,,,
Rehoboth Beach/Dewey Beach,DE,2012,38.69298,-75.07179,Federal,Federal,Emergency,"10,452.00","311,000.00","4,772,500.00",0.964,"4,950,726.14",,,,
Rehoboth Beach/Dewey Beach,DE,2012,38.69298,-75.07179,Federal,Federal,Shore Protection,"10,452.00","722,000.00","11,134,900.00",0.964,"11,550,726.14",,,,
Rehoboth Beach/Dewey Beach,DE,2013,38.69298,-75.07179,Federal,Federal,Emergency,"13,200.00","455,000.00","8,215,038.00",0.978,"8,399,834.36",https://www.fbo.gov/?s=opportunity&mode=form&tab=core&id=91defcdba46baa1b2b7b6f76c8004181&_cview=0,,,
"Revere Beach, Revere ",MA,1992,42.424961,-70.982044,Federal,Federal,Unknown,"15,840.00","768,000.00","6,030,000.00",0.588,"10,255,102.04","48, 43, 1, 47",,,
Robert Moses State Park,NY,2002,40.620728,-73.280182,Federal,Federal,Navigation,0.00,"164,794.00","1,509,176.00",0.758,"1,990,997.36",,,,
Robert Moses State Park,NY,2004,40.620728,-73.280182,State,State,Unknown,0.00,"135,983.00","1,323,953.00",0.793,"1,669,549.81",,,,
Robert Moses State Park,NY,2013,40.620728,-73.280182,State,State,Emergency,"33,000.00","605,000.00","7,700,000.00",0.978,"7,873,210.63",http://www.newsday.com/long-island/suffolk/520-000-cubic-yards-of-sand-for-robert-moses-park-beach-1.4904470,,,
Rockaway Beach,NY,1990,40.585221,-73.806914,Federal,Federal,Navigation,"3,500.00","206,000.00",0.00,0.571,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,1991,40.585221,-73.806914,Federal,Federal,Navigation,"3,500.00","206,000.00",0.00,0.571,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,1993,40.585221,-73.806914,Federal,Federal,Navigation,"3,800.00","153,000.00",0.00,0.606,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,1995,40.585221,-73.806914,Federal,Federal,Navigation,"3,800.00","412,000.00","1,373,000.00",0.641,"2,141,965.68","Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,1996,40.585221,-73.806914,Federal,Federal,Shore Protection,"34,740.00","2,685,000.00",0.00,0.658,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,1998,40.585221,-73.806914,Federal,Federal,Navigation,"3,050.00","218,000.00",0.00,0.685,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2000,40.585221,-73.806914,Federal,Federal,Shore Protection,"11,310.00","1,009,288.00",0.00,0.725,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2000,40.585221,-73.806914,Federal,Federal,Navigation,"3,050.00","241,000.00",0.00,0.725,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2001,40.585221,-73.806914,Federal,Federal,Shore Protection,"32,736.00","1,000,000.00","24,100,000.00",0.746,"32,305,630.03","Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2002,40.585221,-73.806914,Federal,Federal,Navigation,"3,050.00","141,900.00","1,568,703.00",0.758,"2,069,529.02","Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2002,40.585221,-73.806914,Federal,Federal,Navigation,"3,050.00","140,000.00","5,698,348.00",0.758,"7,517,609.50","Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2004,40.585221,-73.806914,Federal,Federal,Shore Protection,"32,736.00","1,001,478.00","10,000,000.00",0.793,"12,610,340.48","Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2005,40.585221,-73.806914,Federal,Federal,Navigation,"2,038.00","220,000.00",0.00,0.820,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2007,40.585221,-73.806914,Federal,Federal,Navigation,"3,050.00","260,000.00",0.00,0.871,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2009,40.585221,-73.806914,Federal,Federal,Navigation,"3,050.00","285,000.00",0.00,0.901,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2010,40.585221,-73.806914,Federal,Federal,Navigation,"3,150.00","137,000.00",0.00,0.916,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2012,40.585221,-73.806914,Federal,Federal,Navigation,"3,050.00","272,000.00",0.00,0.964,0.00,"Falt, Daniel T NAN02 email",,,
Rockaway Beach,NY,2013,40.585221,-73.806914,Federal,Federal,Emergency,"21,648.00","600,000.00","10,000,000.00",0.978,"10,224,948.88",http://www.nan.usace.army.mil/About/Hurricane_Sandy/NearTermCoastalRestoration%28FCCE%29.aspx,,,
Rockaway Beach,NY,2014,40.585221,-73.806914,Federal,Federal,Emergency,"10,454.00","2,900,000.00","26,400,000.00",0.994,"26,559,356.14",http://www.nan.usace.army.mil/About/Hurricane_Sandy/NearTermCoastalRestoration%28FCCE%29.aspx,,,
Rockport Beach (Aransas County),TX,2003,28.029306,-97.040584,State,State,Unknown,"2,400.00",0.00,"1,200,734.00",0.775,"1,549,334.19",,,,
Rollover Pass,TX,1996,29.507633,-94.498773,Federal,Federal,Unknown,"5,280.00","240,000.00",0.00,0.658,0.00,,,,
Rollover Pass,TX,1997,29.507633,-94.498773,Federal,Federal,Unknown,0.00,"100,000.00",0.00,0.676,0.00,,,,
Rollover Pass,TX,1999,29.507633,-94.498773,Federal,Federal,Unknown,0.00,"174,591.00",0.00,0.699,0.00,,,,
Rollover Pass,TX,2002,29.507633,-94.498773,Federal,Federal,Unknown,0.00,"118,743.00","1,162,966.00",0.758,"1,534,255.94",,,,
Rollover Pass,TX,2003,29.507633,-94.498773,Federal,Federal,Unknown,0.00,"104,176.00","1,201,664.00",0.775,"1,550,534.19",,,,
Rollover Pass,TX,2004,29.507633,-94.498773,Federal,Federal,Shore Protection,0.00,0.00,"600,095.00",0.793,"756,740.23",,,,
Rollover Pass,TX,2005,29.507633,-94.498773,Federal,Federal,Shore Protection,0.00,0.00,"806,335.00",0.820,"983,335.37",,,,
Rollover Pass,TX,2006,29.507633,-94.498773,Federal,Federal,Navigation,"3,000.00",0.00,"793,000.00",0.847,"936,245.57",,,,
Rollover Pass Beach,TX,2000,29.506923,-94.500725,Federal,Federal,Unknown,0.00,0.00,"418,382.00",0.725,"577,078.62",,,,
Rollover Pass Beach,TX,2001,29.506923,-94.500725,Federal,Federal,Unknown,0.00,0.00,"1,158,448.00",0.746,"1,552,879.36",,,,
"Salsbury Point Park, Hood Canal",WA,1995,47.856791,-122.607583,Unknown,Unknown,Unknown,300.00,"2,000.00","389,000.00",0.641,"606,864.27",,,,
"Samish Island, North Puget Sound ",WA,1998,48.575102,-122.540957,Unknown,Unknown,Unknown,"1,000.00","8,760.00","250,000.00",0.685,"364,963.50",,,,
"San Buenaventura State Beach, Ventura County",CA,1990,34.266279,-119.277771,Unknown,Unknown,Shore Protection,0.00,"150,000.00",0.00,0.571,0.00,,,,
Sand Island Bar,AL,2011,30.187705,-88.050553,Federal,Federal,Shore Protection,0.00,0.00,0.00,0.964,0.00,,,,
Sandbridge,VA,1998,36.745865,-75.943615,Federal,Federal,Shore Protection,"24,300.00","1,100,000.00","8,100,000.00",0.685,"11,824,817.52",,,,
Sandbridge,VA,2013,36.748922,-75.944797,Federal,Federal,Emergency,0.00,"134,850.00","809,100.00",0.978,"827,300.61",,,,
Sandbridge,VA,2003,36.760823,-75.948829,Federal,Federal,Shore Protection,"26,400.00","2,000,000.00","10,000,000.00",0.775,"12,903,225.81",,,,
Sandbridge,VA,2007,36.760823,-75.948829,Federal,Federal,Shore Protection,"26,400.00","2,200,000.00",0.00,0.871,0.00,,,,
Sandbridge,VA,2013,36.760823,-75.948829,Federal,Federal,Shore Protection,"26,400.00","2,000,000.00","15,475,000.00",0.978,"15,823,108.38",,,,
Sandy Hook,NJ,1990,40.455046,-73.981443,Federal,Federal,Shore Protection,"4,400.00","3,302,273.00","1,350,000.00",0.571,"2,364,273.20",,,,
Sandy Hook,NJ,1998,40.455046,-73.989172,Unknown,Unknown,Shore Protection,"4,400.00","287,749.00",0.00,0.685,0.00,,,,
Sandy Hook,NJ,2002,40.455046,-73.989172,Federal,Federal,Shore Protection,0.00,"252,434.00",0.00,0.758,0.00,,,,
Sandy Hook to Barnegat Inlet: Asbury Park,NJ,2001,40.210737,-74.002733,Federal,Federal,Shore Protection,"16,368.00","3,100,000.00","36,923,076.00",0.746,"49,494,739.95",,,,
Sandy Hook to Barnegat Inlet: Asbury Park to Avon,NJ,2014,40.210737,-74.002733,Federal,Federal,Emergency,"16,157.00","1,200,000.00","18,300,000.00",0.994,"18,410,462.78",https://www.fbo.gov/index?s=opportunity&mode=form&id=5123bf2f09e3a7ea094a146512b93ca2&tab=core&_cview=1,,,
Sandy Hook to Barnegat Inlet: Belmar - Manasquan,NJ,1999,40.150144,-74.022303,Federal,Federal,Shore Protection,"31,152.00","4,100,000.00","44,615,384.00",0.699,"63,827,444.92",,,,
Sandy Hook to Barnegat Inlet: Belmar to Manasquan,NJ,2014,40.150144,-74.022303,Federal,Federal,Emergency,"31,152.00","1,500,000.00","25,300,000.00",0.994,"25,452,716.30",https://www.fbo.gov/index?s=opportunity&mode=form&id=131623b080bfa4acca66f9d0e48e9eeb&tab=core&_cview=1,,,
Sandy Hook to Barnegat Inlet: Elberon to Deal,NJ,2016,40.303225,-73.978014,Federal,Federal,Emergency,"7,920.00","1,400,000.00","38,200,000.00",1.000,"38,200,000.00",http://www.nan.usace.army.mil/Media/NewsReleases/tabid/3948/Article/616581/army-corps-awards-contract-for-monmouth-county-nj-coastal-project.aspx,Between  Lake Takanassee in Elberon and Phillips Avenue in Deal,,
Sandy Hook to Barnegat Inlet: Elberon to Deal,NJ,2016,40.303225,-73.978014,Federal,Federal,Emergency,"8,448.00","1,400,000.00","48,500,000.00",1.000,"48,500,000.00",http://www.nan.usace.army.mil/Media/NewsReleases/tabid/3948/Article/616581/army-corps-awards-contract-for-monmouth-county-nj-coastal-project.aspx,http://www.nj.com/monmouth/index.ssf/2015/05/some_shore_towns_getting_first_taste_of_beach_repl.html,,
Sandy Hook to Barnegat Inlet: Long Branch,NJ,1999,40.303225,-73.978014,Federal,Federal,Shore Protection,"17,423.00","4,300,000.00","45,454,545.00",0.699,"65,027,961.37",,,,
Sandy Hook to Barnegat Inlet: Long Branch,NJ,2009,40.303225,-73.978014,Federal,Federal,Shore Protection,"3,000.00","700,000.00","18,539,000.00",0.901,"20,576,026.64",,,,
Sandy Hook to Barnegat Inlet: Long Branch,NJ,2014,40.303225,-73.978014,Federal,Federal,Emergency,,"3,303,000.00","40,067,500.00",0.994,"40,309,356.14",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=d0e8270f6171fe0efc4bd6b7e29d570d&_cview=0,,,
Sandy Hook to Barnegat Inlet: Monmouth Beach,NJ,1995,40.335357,-73.973708,Federal,Federal,Shore Protection,"16,368.00","4,600,000.00","32,307,692.00",0.641,"50,402,015.60",,,,
Sandy Hook to Barnegat Inlet: Monmouth Beach,NJ,2012,40.335357,-73.973708,Federal,Federal,Shore Protection,"5,000.00","800,000.00","18,461,538.00",0.964,"19,150,973.03",,,,
Sandy Hook to Barnegat Inlet: Sea Bright,NJ,1996,40.390848,-73.975289,Federal,Federal,Shore Protection,"12,672.00","3,800,000.00","24,307,692.00",0.658,"36,941,781.16",,,,
Sandy Hook to Barnegat Inlet: Sea Bright to Monmouth,NJ,2002,40.346152,-73.973207,Federal,Federal,Shore Protection,"28,028.00","2,100,000.00","25,590,800.00",0.758,"33,760,949.87",,,,
Sandy Hook to Barnegat Inlet: Sea Bright to Monmouth,NJ,2013,40.346152,-73.973207,Federal,Federal,Emergency,,"2,460,000.00","25,590,800.00",0.978,"26,166,462.17",https://www.fbo.gov/index?s=opportunity&mode=form&id=3b8a357d95e51b3e1c2eae9fec460c9e&tab=core&_cview=1,,,
"Sandy Point, Narrangansett",RI,1996,41.553148,-71.234311,Federal,Federal,Navigation,0.00,"60,000.00","444,444.00",0.658,"675,446.81","50,23",,,
Santa Rosa County: Navarre Beach,FL,2006,30.382057,-86.854305,Local,Local,Shore Protection,"21,648.00","3,000,000.00","19,760,412.00",0.847,"23,329,884.30",http://www.pnj.com/story/news/local/navarre/2015/08/10/beach-renourishment-horizon-navarre-pensacola-beaches/31434629/,,,
Santa Rosa County: Navarre Beach,FL,2016,30.382057,-86.854305,State,State,Shore Protection,"21,648.00","1,300,000.00","14,000,000.00",1.000,"14,000,000.00",http://www.emeraldcoastmagazine.com/October-November-2017/Keeping-Erosion-at-Bay/index.php?cparticle=4&siarticle=3,,,
Sarasota County: Lido Key,FL,1990,27.31009,-82.576313,Federal,Federal,Navigation,"3,600.00","240,000.00",0.00,0.571,0.00,http://sarasota.granicus.com/MetaViewer.php?view_id=14&clip_id=861&meta_id=73327,,,
Sarasota County: Lido Key,FL,1991,27.31009,-82.576313,Federal,Federal,Navigation,"3,900.00","177,000.00","1,500,000.00",0.571,"2,626,970.23",http://www.saj.usace.army.mil/Portals/44/docs/Planning/EnvironmentalBranch/EnvironmentalDocs/SarasotaLidoKeyFeasAppendices.pdf,,,
Sarasota County: Lido Key,FL,1996,27.31009,-82.576313,Federal,Federal,Navigation,"1,500.00","178,000.00","1,500,000.00",0.658,"2,279,635.26",http://www.saj.usace.army.mil/Portals/44/docs/Planning/EnvironmentalBranch/EnvironmentalDocs/SarasotaLidoKeyFeasAppendices.pdf,,,
Sarasota County: Lido Key,FL,1997,27.31009,-82.576313,Federal,Federal,Navigation,"2,000.00","163,000.00",0.00,0.676,0.00,http://www.sarasotagov.com/PDF/Projects/Lido_Project_Description2013.pdf,,,
Sarasota County: Lido Key,FL,1998,27.31009,-82.576313,State,State,Shore Protection,"4,435.00","285,000.00","3,411,500.00",0.685,"4,980,291.97",http://www.sarasotagov.com/PDF/Projects/Lido_Project_Description2013.pdf,,,
Sarasota County: Lido Key,FL,2001,27.31009,-82.576313,Local,Local,Shore Protection,"6,864.00","360,000.00","4,178,800.00",0.746,"5,601,608.58",http://www.sarasotagov.com/PDF/Projects/Lido_Project_Description2013.pdf,,,
Sarasota County: Lido Key,FL,2003,27.31009,-82.576313,Federal,Federal,Navigation,"7,920.00","125,000.00",0.00,0.775,0.00,http://fsbpa.com/documents/05-609Shoreline.pdf,,,
Sarasota County: Lido Key,FL,2009,27.31009,-82.576313,Federal,Federal,Emergency,"7,920.00","464,000.00","4,800,000.00",0.901,"5,327,413.98",http://fsbpa.com/documents/05-609Shoreline.pdf,,,
Sarasota County: Lido Key,FL,2015,27.31009,-82.576313,Federal,Federal,Emergency,"9,504.00","197,000.00","3,600,000.00",0.995,"3,618,090.45",http://www.heraldtribune.com/article/20150114/ARTICLE/150119861?p=1&tc=pg,,,
Sarasota County: Sarasota,FL,1996,27.340455,-82.601609,Unknown,Unknown,Unknown,"16,896.00",0.00,"15,031,601.00",0.658,"22,844,378.42",,,,
Sarasota County: Sarasota,FL,2006,27.340455,-82.601609,State,State,Unknown,0.00,0.00,"5,690,000.00",0.847,"6,717,827.63",,,,
Sarasota County: Sarasota/Longboat Key New Pass Maintenance Dredge,FL,2003,27.411776,-82.660575,Unknown,Unknown,Unknown,"5,808.00","99,800.00",0.00,0.775,0.00,,,,
Sarasota County: Venice Beach,FL,1994,27.100135,-82.460707,Federal,Federal,Shore Protection,"16,640.00","902,254.00","19,000,000.00",0.621,"30,595,813.20",,,,
Sarasota County: Venice Beach,FL,1996,27.100135,-82.460707,Federal,Federal,Shore Protection,"9,880.00","901,000.00","18,500,000.00",0.658,"28,115,501.52",,,,
Sarasota County: Venice Beach,FL,2005,27.100135,-82.460707,Federal,Federal,Emergency,"16,896.00","1,000,000.00","16,000,000.00",0.820,"19,512,195.12",,,,
Sarasota County: Venice Beach,FL,2006,27.100135,-82.460707,Federal,Federal,Unknown,0.00,0.00,"3,950,000.00",0.847,"4,663,518.30",,,,
Scofield Island (BA-40),LA,2013,29.24005,-89.544425,Private,Private,Ecosystem Restoration,"12,672.00","1,900,000.00","52,150,703.42",0.978,"53,323,827.63",http://www.huffingtonpost.com/susan-buchanan/louisiana-turns-sand-berm_b_3376220.html,,,
Sea Colony,DE,1998,38.528847,-75.05368,State,State,Unknown,"2,333.00","128,000.00","419,479.00",0.685,"612,378.10",,,,
Sea Island,GA,1990,31.179708,-81.346555,Local,Local,Unknown,"5,578.00","2,000,000.00","6,000,000.00",0.571,"10,507,880.91","Oertel, G.F., Foster, W.G., and Graham, W.R., 1996. Elements of a successful beach management plan, Sea Island, Georgia. In: L.S. Tait (editor), The Future of Beach Nourishment, Tallahassee, Florida. Florida Shore and Beach Preservation Association, 27-42.",,,
Sea Isle Subdivision,TX,2001,29.140055,-95.04015,State,State,Unknown,"4,220.00","10,100.00","90,000.00",0.746,"120,643.43",,,,
Seabrook Island,SC,1990,32.559912,-80.170637,Local,Local,Unknown,"5,808.00","685,000.00","1,660,000.00",0.571,"2,907,180.39",,,,
Seabrook Island,SC,1996,32.559912,-80.170637,Private,Private,Unknown,0.00,0.00,"500,000.00",0.658,"759,878.42",,,,
Seabrook Island,SC,2003,32.559912,-80.170637,Unknown,Unknown,Unknown,0.00,"130,000.00",0.00,0.775,0.00,,,,
Seabrook Island,SC,2005,32.559912,-80.170637,Private,Private,Unknown,0.00,"93,100.00","149,000.00",0.820,"181,707.32",,,,
Seascape Condominiums and Dellanera R. V. Park,TX,2000,26.124232,-97.166562,Unknown,Unknown,Unknown,"1,585.00","4,000.00",0.00,0.725,0.00,,,,
Shamrock Island (Eastern Corpus Christi Bay),TX,1999,27.745056,-97.158644,Unknown,Unknown,Unknown,"4,000.00","90,000.00","750,000.00",0.699,"1,072,961.37",,,,
Shark River Inlet,NJ,2006,40.18907,-74.009149,Federal,Federal,Navigation,0.00,"15,000.00",0.00,0.847,0.00,http://www.nj.gov/dep/newsrel/releases/03_0104.htm,,,
Shell Island East (BA-110),LA,2010,29.271276,-89.615149,Private,Private,Ecosystem Restoration,"14,784.00","770,000.00",0.00,0.916,0.00,http://coastal.la.gov/wp-content/uploads/2016/01/BARRIER_ISLAND_STATUS_RPT_AP_FY17_Web.pdf,,,
Shell Island East (BA-110),LA,2013,29.271276,-89.615149,Private,Private,Ecosystem Restoration,"14,784.00","2,290,000.00","47,600,000.00",0.978,"48,670,756.65",http://cimsgeo.coastal.louisiana.gov/outreach/OPL_Full_page.html,,,
Shell Island West (BA-0111),LA,2016,29.278407,-89.630926,Private,Private,Ecosystem Restoration,"16,100.00","5,073,000.00","$76,000,000",1.000,"76,000,000.00",https://cims.coastal.louisiana.gov/outreach/ProjectView.aspx?projID=BA-0111,http://coastal.la.gov/wp-content/uploads/2014/05/5-Shell-Island-West-BA-111_IndustryDay_050614a.pdf,,
"Silver Strand Beach, Ventura County",CA,1996,32.638851,-117.144771,Federal,Federal,Navigation,0.00,"400,000.00",0.00,0.658,0.00,,,,
"Silver Strand Beach, Ventura County",CA,1993,34.151129,-119.218676,Federal,Federal,Navigation,0.00,"300,000.00",0.00,0.606,0.00,,,,
Smith Point County Park,NY,1996,40.753694,-72.795625,Local,Local,Unknown,0.00,"600,000.00","2,400,000.00",0.658,"3,647,416.41",,,,
South Bowers,DE,1998,39.061533,-75.39696,State,State,Unknown,800.00,"10,300.00",0.00,0.685,0.00,,,,
South Bowers,DE,2000,39.061533,-75.39696,State,State,Unknown,800.00,"2,500.00",0.00,0.725,0.00,,,,
"South Jetty, Grays Harbor",WA,1994,46.902453,-124.12876,Unknown,Unknown,Unknown,0.00,"600,000.00",0.00,0.621,0.00,,,,
"South Jetty, Grays Harbor",WA,2002,46.902453,-124.12876,Unknown,Unknown,Unknown,0.00,"135,000.00",0.00,0.758,0.00,,,,
South Padre Island,TX,2001,26.112402,-97.164567,Federal,Federal,Shore Protection,0.00,0.00,"2,650,015.00",0.746,"3,552,298.93",,,,
South Padre Island,TX,2003,26.112402,-97.164567,Federal,Federal,Navigation,"3,780.00","348,000.00","2,792,994.00",0.775,"3,603,863.23",,,,
South Padre Island,TX,2005,26.112402,-97.164567,Federal,Federal,Shore Protection,0.00,0.00,"2,533,333.00",0.820,"3,089,430.49",,,,
