location,state,year,lat,long,Primary Funding Source ,fund_source,fund_type,length,volume,actual_cost,2016 CF$,cost_2016,$/CY,CY/Foot,Other Funding Info,Source/Comment
Kiawah Island,SC,2006,32.601693,-80.083047,State,State,Unknown,0,"550,000","3,600,000",0.847,"4,250,295",,,,
Kitts Hummock Beach,DE,1996,39.101242,-75.400844,State,State,Unknown,0,"32,580",0,0.658,0,,,,
Kitts Hummock Beach,DE,2008,39.101242,-75.400844,State,State,Unknown,"1,400","15,000",0,0.904,0,,,,
Kure Beach,NC,1998,33.995750,-77.906199,Federal,Federal,Shore Protection,"18,005",0,"14,550,000",0.685,"21,240,876",,,,
Kure Beach,NC,2001,33.995750,-77.906199,Federal,Federal,Shore Protection,"18,000","1,200,000","4,500,000",0.746,"6,032,172",,,,
Kure Beach,NC,2004,33.995750,-77.906199,Federal,Federal,Shore Protection,"6,000","190,000","2,380,000",0.793,"3,001,261",,,,
Kure Beach,NC,2007,33.995750,-77.906199,Federal,Federal,Shore Protection,"4,224","262,790","3,100,000",0.871,"3,559,127",,,,
Kure Beach,NC,2010,33.995750,-77.906199,Federal,Federal,Shore Protection,0,"450,000","4,694,483",0.916,"5,124,981",,,,
Kure Beach,NC,2013,33.995750,-77.906199,Federal,Federal,Shore Protection,"18,005","432,000","5,717,216",0.978,"5,845,824",,,,
Kure Beach,NC,2016,33.995750,-77.906199,Federal,Federal,Shore Protection,"4,424","655,000","7,300,000",1.000,"7,300,000",http://www.starnewsonline.com/article/20160317/NEWS/160319669/1015/news0101?p=all&tc=pgall&tc=ar,,,
Laurence Harbor,NJ,1993,40.458507,-74.24552,State,State,Unknown,0,"39,000",0,0.606,0,,,,
Lee County: Bonita Beach,FL,1995,26.331884,-81.846428,State,State,Unknown,"4,118","217,000","1,100,000",0.641,"1,716,069",,,,
Lee County: Bonita Beach,FL,2004,26.331884,-81.846428,State,State,Unknown,0,"127,290",0,0.793,0,,,,
Lee County: Bonita Beach,FL,2004,26.331884,-81.846428,State,State,Unknown,"3,900","144,000","2,000,000",0.793,"2,522,068",,,,
Lee County: Bonita Beach/Lovers Key,FL,2014,26.331884,-81.846428,State,State,Shore Protection,"9,800","461,000","5,200,000",0.994,"5,231,388",http://www.naplesnews.com/tablet-showcase/beaches-and-outdoors/lovers-key-bonita-beach-renourishment-projects,,,
Lee County: Captiva Island,FL,1996,26.527581,-82.194493,Federal,Federal,Unknown,"25,344","817,300","5,164,900",0.658,"7,849,392",,,,
Lee County: Captiva Island,FL,2002,26.527581,-82.194493,State,State,Unknown,"25,344","817,300",0,0.758,0,,,,
Lee County: Fort Myers Beach,FL,2004,26.4495,-81.948352,State,State,Unknown,"6,000","587,746",0,0.793,0,,,,
Lee County: Fort Myers Beach,FL,2011,26.4495,-81.948352,State,State,Unknown,"5,280","315,000","4,000,000",0.964,"4,149,378",,,,
Lee County: Gasparilla Island,FL,1993,26.772966,-82.267288,Federal,Federal,Navigation,"10,400",0,"2,500,000",0.606,"4,125,413",,,,
Lee County: Gasparilla Island,FL,2006,26.772966,-82.267288,State,State,Unknown,0,0,"160,000",0.847,"188,902",,,,
Lee County: Gasparilla Island,FL,2013,26.772966,-82.267288,Federal,Federal,Emergency,"14,784",0,"7,400,038",0.978,"7,566,501",https://www.fbo.gov/index?s=opportunity&mode=form&id=8827f07ee2fd8a817de7fb48944187be&tab=core&_cview=1,,,
Lee County: Sanibel,FL,1995,26.44897,-82.022314,State,State,Unknown,"3,907","237,100",0,0.641,0,,,,
Lee County: South of Matanzas,FL,2000,29.710569,-81.233854,Federal,Federal,Navigation,"8,000","765,000","4,276,350",0.725,"5,898,414",,,,
Lee County: South Seas Plantation,FL,1995,26.54667,-82.19887,Local,Local,Unknown,"25,480",0,0,0.641,0,,,,
Leucadia,CA,2001,33.068079,-117.307008,Federal,Federal,Shore Protection,"2,700","132,000",0,0.746,0,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
Lewes Beach,DE,1998,38.785519,-75.147815,State,State,Navigation,"1,000","80,898",0,0.685,0,,,,
Lewes Beach,DE,2004,38.785519,-75.147815,Federal,Federal,Unknown,"1,400",0,"5,567,000",0.793,"7,020,177",,,,
Lewes Beach,DE,2012,38.785519,-75.147815,Federal,Federal,Shore Protection,"1,500","111,757","3,346,056",0.964,"3,471,012",,,,
"Lincoln Park, King County",WA,1994,47.53156,-122.400248,Federal,Federal,Shore Protection,"2,500","1,750","1,316,626",0.621,"2,120,171",,,,
Long Beach,MA,1999,42.628481,-70.618937,Local,Local,Unknown,0,0,0,0.699,0,,,,
Long Beach Island: Beach Haven,NJ,2010,39.557398,-74.239254,State,State,Unknown,390,"2,000","472,000",0.916,"515,283",,,,
Long Beach Island: Brant Beach,NJ,2012,39.620367,-74.194772,Federal,Federal,Shore Protection,"5,400","1,250,000","16,700,000",0.964,"17,323,651",http://www.app.com/article/20120314/NJNEWS/303140072/Beach-replenishment-gets-project-under-way?odyssey=mod|newswell|text||s,,,
Long Beach Island: Brant Beach,NJ,2014,39.620367,-74.194772,Federal,Federal,Emergency,"5,400","1,060,000","10,894,006",0.994,"10,959,765",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=cd5137655f2ccf1a5fa10d745ffc137e&_cview=0,,,
Long Beach Island: Harvey Cedars,NJ,1990,39.705998,-74.132245,Unknown,Unknown,Unknown,0,"27,300","491,071",0.571,"860,019",,,,
Long Beach Island: Harvey Cedars,NJ,1992,39.705998,-74.132245,State,State,Unknown,0,"110,000","3,700,000",0.588,"6,292,517",,,,
Long Beach Island: Harvey Cedars,NJ,1994,39.705998,-74.132245,State,State,Unknown,0,"660,000","3,700,000",0.621,"5,958,132",,,,
Long Beach Island: Harvey Cedars,NJ,1995,39.705998,-74.132245,State,State,Emergency,0,"525,000",0,0.641,0,,,,
Long Beach Island: Harvey Cedars,NJ,2005,39.705998,-74.132245,State,State,Emergency,800,"16,000",0,0.820,0,,,,
Long Beach Island: Harvey Cedars,NJ,2010,39.705998,-74.132245,Federal,Federal,Shore Protection,"9,700","3,000,000","25,000,000",0.916,"27,292,576",,,,
Long Beach Island: Harvey Cedars,NJ,2014,39.705998,-74.132245,Federal,Federal,Emergency,"10,400","1,515,000","14,340,046",0.994,"14,426,606",http://www.nap.usace.army.mil/Portals/39/docs/Contracting/13-B-0010%20Abstract.pdf,,,
Long Beach Island: Harvey Cedars,NJ,2016,39.705998,-74.132245,Federal,Federal,Emergency,"67,056","8,200,000","128,169,974",1.000,"128,169,974",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=e4e92434f9ab63e9c71801a412247623&_cview=0,http://www.nap.usace.army.mil/Portals/39/docs/Contracting/REVISED_W912BU-14-B-0003_Abstract.pdf,http://www.app.com/story/news/local/southern-ocean-county/ship-bottom/2015/05/07/lbi-beach-replenishment-goes-ahead-despite-easements-holdouts/70979286/,
Long Beach Island: Loveladies,NJ,1992,39.723635,-74.124964,Federal,Federal,Shore Protection,0,"183,000",0,0.588,0,,,,
Long Beach Island: Surf City,NJ,2007,39.625788,-74.194107,Federal,Federal,Shore Protection,"8,100","880,000","71,000,000",0.871,"81,515,499",,,,
Long Beach Island: Surf City,NJ,2011,39.625788,-74.194107,Federal,Federal,Emergency,"3,500","300,000","6,048,000",0.964,"6,273,859",,,,
Long Beach Island: Surf City,NJ,2014,39.625788,-74.194107,Federal,Federal,Emergency,0,"415,000","5,350,858",0.994,"5,383,157",http://www.nap.usace.army.mil/Portals/39/docs/Contracting/13-B-0010%20Abstract.pdf,,,
"Long Beach, Los Angeles County",CA,1994,33.761239,-118.158517,Local,Local,Shore Protection,"2,500","60,000",0,0.621,0,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1995,33.761239,-118.158517,Local,Local,Shore Protection,"2,500","100,000",0,0.641,0,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1996,33.761239,-118.158517,Local,Local,Shore Protection,"2,500","60,000",0,0.658,0,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1997,33.761239,-118.158517,Local,Local,Shore Protection,"2,500","100,000",0,0.676,0,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1998,33.761239,-118.158517,Local,Local,Shore Protection,"2,500","60,000",0,0.685,0,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,1999,33.761239,-118.158517,Local,Local,Shore Protection,"2,500","100,000",0,0.699,0,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,2000,33.761239,-118.158517,Local,Local,Shore Protection,"2,500","60,000",0,0.725,0,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Beach, Los Angeles County",CA,2001,33.761239,-118.158517,Local,Local,Shore Protection,"2,500","100,000",0,0.746,0,http://www.dbw.ca.gov/PDF/Reports/BeachReport/Ch6_Effectiveness.pdf,,,
"Long Branch, Monmouth to Lake Takanasee in south Long Branch",NJ,2014,40.303225,-73.978014,Federal,Federal,Shore Protection,"17,424","3,500,000","32,307,692",0.994,"32,502,708",,,,
Lower Cape May Meadows – Cape May Point,NJ,2005,38.931038,-74.9581,Federal,Federal,Shore Protection,675,"1,406,000",0,0.820,0,,,,
Lower Cape May Meadows – Cape May Point,NJ,2009,38.931038,-74.9581,Federal,Federal,Shore Protection,"7,000","375,000","9,400,000",0.901,"10,432,852",http://www.uscg.mil/hq/capemay/docs/CG%20Adoption%20of%20ACOE%20EA.pdf,,,
Lower Cape May Meadows – Cape May Point,NJ,2011,38.931038,-74.9581,Federal,Federal,Shore Protection,"7,000","300,000","9,400,000",0.964,"9,751,037",,,,
Lower Cape May Meadows – Cape May Point,NJ,2013,38.931038,-74.9581,Federal,Federal,Shore Protection,"7,000","300,000","7,497,000",0.978,"7,665,644",http://www.nap.usace.army.mil/Missions/Factsheets/FactSheetArticleView/tabid/4694/Article/6449/new-jersey-shore-protection-lower-cape-may-meadows-cape-may-point-nj.aspx,,,
Lower Cape May Meadows – Cape May Point,NJ,1999,38.931948,-74.965845,Federal,Federal,Ecosystem Restoration,"10,032","2,372,000","10,526,000",0.699,"15,058,655",,,,
Lower Cape May Meadows – Cape May Point,NJ,2001,38.931948,-74.965845,Federal,Federal,Shore Protection,"1,200","30,000",0,0.746,0,,,,
Lower Cape May Meadows – Cape May Point,NJ,2004,38.931948,-74.965845,Federal,Federal,Shore Protection,675,"9,623",0,0.793,0,,,,
Ludlum Beach Island: Sea Isle City,NJ,2009,39.141178,-74.69975,State,State,Unknown,"6,500","216,630","1,987,684",0.901,"2,206,087",http://www.nj.gov/dep/shoreprotection/docs/seaislecity__beachfill.pdf,,,
Ludlum Beach Island: Sea Isle City,NJ,2010,39.141178,-74.69975,State,State,Unknown,"5,500","700,000","6,000,000",0.916,"6,550,218",http://news.capemaycountyherald.com/article/56142-beachfill+now+ask+aid+later+avalon+and+sea+isle+plan+joint+project,,,
Ludlum Beach Island: Sea Isle City,NJ,2012,39.141178,-74.69975,Federal,Federal,Emergency,"14,750","394,797","5,000,000",0.964,"5,186,722",http://findashorehome.com/2012/03/09/sea-isle-city-construction-project-updates-march-2012/,,,
Ludlum Beach Island: Strathmere,NJ,1992,39.194613,-74.657435,State,State,Shore Protection,"1,500","23,000","102,679",0.588,"174,624",,,,
Ludlum Beach Island: Strathmere,NJ,2001,39.194613,-74.657435,State,State,Shore Protection,"4,500","506,139","6,026,820",0.746,"8,078,847",,,,
Ludlum Beach Island: Strathmere,NJ,2009,39.194613,-74.657435,State,State,Shore Protection,"10,258","891,000","6,026,820",0.901,"6,689,035",,,,
Ludlum Beach Island: Strathmere,NJ,2012,39.194613,-74.657435,Federal,Federal,Emergency,"2,400","450,000","4,200,000",0.964,"4,356,846",http://www.shorenewstoday.com/snt/news/index.php/upper-township/upper-township/17628-strathmere-beach-fill-could-start-next-month.html,,,
Manatee County: Anna Maria Key,FL,1993,27.487539,-82.707858,Federal,Federal,Shore Protection,"24,816","2,200,000","8,450,000",0.606,"13,943,894",,,,
Manatee County: Anna Maria Key,FL,2002,27.487539,-82.707858,Federal,Federal,Shore Protection,"27,456","2,320,000","8,390,300",0.758,"11,068,997",,,,
Manatee County: Anna Maria Key,FL,2005,27.487539,-82.707858,Federal,Federal,Emergency,"18,480","213,000",0,0.820,0,,,,
Manatee County: Anna Maria Key,FL,2014,27.487539,-82.707858,Federal,Federal,Emergency,"24,816","1,200,000","12,421,492",0.994,"12,496,471",http://www.mysuncoast.com/news/local/anna-maria-dredging-project-gets-under-way/article_5c347716-69ca-11e3-89b3-0019bb30f31a.html,,,
Manatee County: Anna Maria Key,FL,2002,27.523395,-82.73498,Local,Local,Shore Protection,"3,000",0,0,0.758,0,,,,
Manatee County: Anna Maria Key/Coquina Beach,FL,2014,27.450228,-82.693127,Local,Local,Emergency,"7,920","265,000","5,700,000",0.994,"5,734,406",http://www.bradenton.com/2014/03/19/5054192/anna-maria-island-beach-renourishment.html,,,
Manatee County/Sarasota County: Longboat Key,FL,1993,27.411776,-82.660484,Federal,Federal,Shore Protection,"49,104","3,130,000","18,665,138",0.606,"30,800,558",,,,
Manatee County/Sarasota County: Longboat Key,FL,1994,27.411776,-82.660484,Federal,Federal,Unknown,"6,864","1,320,000","6,102,684",0.621,"9,827,188",,,,
Manatee County/Sarasota County: Longboat Key,FL,1995,27.411776,-82.660484,Local,Local,Unknown,0,0,"237,797",0.641,"370,978",,,,
Manatee County/Sarasota County: Longboat Key,FL,1996,27.411776,-82.660484,Unknown,Unknown,Unknown,0,0,"513,150",0.658,"779,863",,,,
Manatee County/Sarasota County: Longboat Key,FL,1998,27.411776,-82.660484,Unknown,Unknown,Unknown,0,0,"651,817",0.685,"951,558",,,,
Manatee County/Sarasota County: Longboat Key,FL,1999,27.411776,-82.660484,Unknown,Unknown,Unknown,0,0,"87,760",0.699,"125,551",,,,
Manatee County/Sarasota County: Longboat Key,FL,2001,27.411776,-82.660484,Federal,Federal,Emergency,"3,696","105,280",0,0.746,0,,,,
Manatee County/Sarasota County: Longboat Key,FL,2003,27.411776,-82.660484,Unknown,Unknown,Unknown,"5,808","99,800",0,0.775,0,,,,
Manatee County/Sarasota County: Longboat Key,FL,2006,27.411776,-82.660484,Unknown,Unknown,Unknown,0,0,"1,887,300",0.847,"2,228,217",,,,
Manatee County/Sarasota County: Longboat Key,FL,2011,27.411776,-82.660484,State,State,Emergency,0,"140,000","4,221,000",0.964,"4,378,631",,,,
Manatee County/Sarasota County: Longboat Key/Mid Key,FL,1997,27.411776,-82.660484,Unknown,Unknown,Unknown,"16,368","891,000",0,0.676,0,,,,
Martin County,FL,1996,27.256737,-80.196891,Local,Local,Unknown,"19,800","1,269,000","8,625,000",0.658,"13,107,903",,,,
Martin County,FL,2001,27.256737,-80.196891,Local,Local,Unknown,"19,800","1,100,000","7,935,000",0.746,"10,636,729",,,,
Martin County,FL,2002,27.256737,-80.196891,State,State,Unknown,"3,010","125,576","300,000",0.758,"395,778",,,,
Martin County,FL,2005,27.256737,-80.196891,Federal,Federal,Emergency,"21,120","800,000","8,000,000",0.820,"9,756,098",,,,
Martin County: Hutchinson Island,FL,1996,27.295024,-80.214636,Federal,Federal,Shore Protection,"21,648","1,340,000","11,168,529",0.658,"16,973,448",,,,
Martin County: Hutchinson Island,FL,2006,27.295024,-80.214636,Federal,Federal,Shore Protection,"21,120","880,000","471,900",0.847,"557,143",http://taylorengineering.com/portfolio-project/martin-county-beach-restoration/,,,
Martin County: Hutchinson Island,FL,2013,27.295024,-80.214636,Federal,Federal,Shore Protection,"19,800","613,000","471,900",0.978,"482,515",http://www.cmarconsulting.com/Hutchinson%20Island/index.html,,,
Martin County: Jupiter Island,FL,1991,27.032179,-80.09943,Unknown,Unknown,Unknown,0,"414,812","1,803,530",0.571,"3,158,546",,,,
Martin County: Jupiter Island,FL,1993,27.032179,-80.09943,Unknown,Unknown,Unknown,0,"203,736","934,569",0.606,"1,542,193",,,,
Martin County: Jupiter Island,FL,1996,27.032179,-80.09943,Local,Local,Unknown,"17,600","1,800,000","7,200,000",0.658,"10,942,249",,,,
Martin County: Jupiter Island,FL,2002,27.032179,-80.09943,State,State,Unknown,"31,152","3,000,000","1,561,023",0.758,"2,059,397",,,,
Martin County: Jupiter/Carlin Beach,FL,1995,26.929823,-80.068209,Federal,Federal,Shore Protection,"5,702","603,000","2,274,400",0.641,"3,548,206",,,,
Martin County: Jupiter/Carlin Beach,FL,2006,26.929823,-80.068209,Federal,Federal,Unknown,0,0,"272,100",0.847,"321,251",,,,
Martin County: Jupiter/Carlin Beach,FL,2014,26.929823,-80.068209,Federal,Federal,Emergency,"7,920","300,000","5,500,000",0.994,"5,533,199",http://www.dredgingtoday.com/2014/11/13/complete-story-on-jupitercarlin-beach-project/,,,
Martin County: Jupiter/Carlin Beach,FL,2002,26.931387,-80.068445,Federal,Federal,Unknown,"5,580","634,000","4,600,000",0.758,"6,068,602",,,,
Masonboro Island,NC,1994,34.160540,-77.829380,Federal,Federal,Navigation,"2,400","362,009",0,0.621,0,,,,
Masonboro Island,NC,2010,34.160540,-77.829380,Federal,Federal,Navigation,0,"580,000","7,785,000",0.916,"8,498,908",,,,
McFaddin Dune Restoration,TX,2003,28.169627,-96.71284,State,State,Shore Protection,"2,000","8,000","192,858",0.775,"248,849",,,,
McGee Beach (Corpus Christi Bay),TX,2003,27.662473,-97.175703,State,State,Unknown,0,0,"802,578",0.775,"1,035,585",,,,
"McGrath State Beach Park, Ventura County",CA,1995,34.226393,-119.2623327,Federal,Federal,Navigation,0,"800,000",0,0.641,0,,,,
"McGrath State Beach Park, Ventura County",CA,1999,34.226393,-119.2623327,Unknown,Unknown,Navigation,0,"500,000",0,0.699,0,,,,
"McGrath State Beach Park, Ventura County",CA,2004,34.226393,-119.2623327,Federal,Federal,Navigation,0,"500,000",0,0.793,0,,,,
Mecox Beach,NY,2014,40.891845,-72.328148,Local,Local,Unknown,"31,680","2,000,000","25,000,000",0.994,"25,150,905",http://www.27east.com/news/article.cfm/Sagaponack/38488/Beach-Nourishment-Project-Could-Impact-Home-Values,,,
Miami-Dade County: Bal Harbour,FL,1990,25.893705,-80.121381,Federal,Federal,Shore Protection,"4,488","230,000","4,600,000",0.571,"8,056,042",,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,1994,25.878888,-80.120158,Unknown,Unknown,Unknown,"1,056","120,000",0,0.621,0,,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,1997,25.878888,-80.120158,Unknown,Unknown,Unknown,"5,280","432,000",0,0.676,0,,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,1999,25.878888,-80.120158,Unknown,Unknown,Unknown,"5,280","627,700",0,0.699,0,,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,1999,25.878888,-80.120158,Unknown,Unknown,Unknown,"1,584","211,500",0,0.699,0,,,,
Miami-Dade County: Bal Harbour-Surfside-Miami Beach,FL,2012,25.878888,-80.120158,Federal,Federal,Emergency,0,0,"5,237,250",0.964,"5,432,832",,,,
Miami-Dade County: Fisher Island,FL,1991,25.759904,-80.136144,Unknown,Unknown,Unknown,"2,060","30,263","131,578",0.571,"230,434",,,,
Miami-Dade County: Haulover Park,FL,1997,25.912041,-80.121231,Federal,Federal,Unknown,"5,386",0,"4,371,301",0.676,"6,466,422",,,,
Miami-Dade County: Haulover Park,FL,1999,25.912041,-80.121231,Federal,Federal,Unknown,"6,969",0,"8,315,837",0.699,"11,896,763",,,,
Miami-Dade County: Key Biscayne,FL,2002,25.693228,-80.156615,State,State,Unknown,"6,336","300,000","1,097,500",0.758,"1,447,889",,,,
Miami-Dade County: Sunny Isles,FL,1990,25.943072,-80.119085,Unknown,Unknown,Unknown,0,"30,000","127,119",0.571,"222,625",,,,
Miami-Dade County: Sunny Isles/Miami Beach,FL,1997,25.790966,-80.127196,Federal,Federal,Unknown,"9,000","716,052","12,687,000",0.676,"18,767,751",,,,
Miami-Dade County: Sunny Isles/Miami Beach,FL,2001,25.790966,-80.127196,Federal,Federal,Unknown,"15,700","835,000","18,212,000",0.746,"24,412,869",,,,
Miami-Dade County: Surfside/South Miami Beach,FL,1999,25.876905,-80.120062,Federal,Federal,Unknown,"7,000","839,175","13,385,000",0.699,"19,148,784",,,,
Misquamicut Beach,ME,1992,41.322492,-71.804752,Local,Local,Unknown,"4,800","25,000","200,893",0.588,"341,655",,,,
"Mission Beach, San Diego County",CA,1998,32.776631,-117.253432,Federal,Federal,Navigation,0,"12,000",0,0.685,0,,,,
"Mission Beach, San Diego County",CA,2001,32.776631,-117.253432,Federal,Federal,Unknown,"2,300","151,000",0,0.746,0,,,,
Monmouth Beach,NJ,2009,40.335357,-73.973708,Federal,Federal,Navigation,"1,200","60,000","2,550,000",0.901,"2,830,189",http://www.stripersonline.com/t/693609/monmouth-beach-10-29-09,,,
Monroe County A,FL,2000,24.812437,-80.819796,Federal,Federal,Unknown,422,0,"212,025",0.725,"292,448",,,,
Monroe County B,FL,2000,24.915864,-80.632524,Federal,Federal,Unknown,"2,481",0,"1,010,208",0.725,"1,393,390",,,,
Monroe County: Key West/Smathers Beach,FL,2000,24.551841,-81.769303,State,State,Unknown,"3,000","36,000","719,963",0.725,"993,052",,,,
Monroe County: Key West/Smathers Beach,FL,2006,24.551841,-81.769303,State,State,Unknown,0,0,"371,000",0.847,"438,017",,,,
Moonlight Beach,CA,2001,33.047933,-117.298624,Federal,Federal,Shore Protection,"1,100","105,000",0,0.746,0,http://www.sandag.org/uploads/publicationid/publicationid_920_2338.pdf,,,
"Morro Dunes Natural Preserve, San Luis Obispo",CA,1990,35.274073,-120.888534,Federal,Federal,Navigation,"2,500","430,315",0,0.571,0,,,,
"Morro Dunes Natural Preserve, San Luis Obispo",CA,1993,35.274073,-120.888534,Federal,Federal,Navigation,0,"840,000","2,192,000",0.606,"3,617,162",,,,
"Morro Strand State Beach South, San Luis Obispo",CA,1994,35.391011,-120.864967,Federal,Federal,Navigation,0,"600,000",0,0.621,0,,,,
Myrtle Beach,SC,1990,33.687161,-78.883097,Federal,Federal,Shore Protection,"44,880","380,000","2,600,000",0.571,"4,553,415",,,,
Myrtle Beach,SC,1998,33.687161,-78.883097,Federal,Federal,Shore Protection,"48,780","2,249,916","16,870,194",0.685,"24,628,020",,,,
Myrtle Beach,SC,2009,33.687161,-78.883097,Federal,Federal,Shore Protection,"48,780","1,497,975","17,612,822",0.901,"19,548,082",,,,
Nags Head,NC,2011,35.908692,-75.594907,Local,Local,Shore Protection,"52,800","4,600,000","36,000,000",0.964,"37,344,398",,,,
Nassau County: Amelia Island,FL,1994,30.619762,-81.43914,Local,Local,Unknown,"1,700","2,159,096","3,500,000",0.621,"5,636,071",,,,
Nassau County: Amelia Island,FL,1997,30.619762,-81.43914,Local,Local,Unknown,"4,488","300,000",0,0.676,0,,,,
Nassau County: Amelia Island,FL,2001,30.619762,-81.43914,State,State,Unknown,"17,952","1,900,000",0,0.746,0,,,,
Nassau County: Fernandina Beach,FL,1990,30.669182,-81.465576,Federal,Federal,Navigation,0,"147,693","625,818",0.571,"1,096,004",,,,
Nassau County: Fernandina Beach,FL,1993,30.669182,-81.465576,Federal,Federal,Navigation,0,"654,000","3,905,230",0.606,"6,444,274",,,,
Nassau County: Fernandina Beach,FL,1996,30.669182,-81.465576,Federal,Federal,Navigation,0,"84,446","422,230",0.658,"641,687",,,,
Nassau County: S. Amelia Island,FL,2002,30.615321,-81.4401,State,State,Unknown,"17,424","177,000","8,000,000",0.758,"10,554,090",,,,
Nassau County: S. Amelia Island,FL,1997,30.626543,-81.438072,Federal,Federal,Navigation,"7,000","325,000","1,511,250",0.676,"2,235,577",,,,
New Cut (TE-0037),LA,2007,29.051209,-90.720742,Federal,Federal,Ecosystem Restoration,"8,300","1,001,274","12,900,000",0.871,"14,810,563",https://cims.coastal.louisiana.gov/outreach/ProjectView.aspx?projID=TE-0037,,,
"Newport Beach, Orange County",CA,1992,33.61562,-117.935572,Unknown,Unknown,Unknown,0,"1,300,000",0,0.588,0,,,,
"Newport Beach, Orange County",CA,1997,33.61562,-117.935572,Federal,Federal,Shore Protection,0,"140,000",0,0.676,0,,,,
North Indian Beach,DE,1994,38.683445,-75.070458,Private,Private,Unknown,403,"21,000","61,400",0.621,"98,873",190,,,
North Indian River Inlet,DE,1990,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","175,000","2,500,000",0.571,"4,378,284",190,,,
North Indian River Inlet,DE,1991,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","82,330","299,565",0.571,"524,632",190,,,
North Indian River Inlet,DE,1992,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","67,670","178,571",0.588,"303,692",190,,,
North Indian River Inlet,DE,1993,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","67,800",0,0.606,0,,,,
North Indian River Inlet,DE,1994,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","84,570",0,0.621,0,,,,
North Indian River Inlet,DE,1995,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","68,750",0,0.641,0,,,,
North Indian River Inlet,DE,1996,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.658,0,,,,
North Indian River Inlet,DE,1997,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.676,0,,,,
North Indian River Inlet,DE,1998,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.685,0,,,,
North Indian River Inlet,DE,1999,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.699,0,,,,
North Indian River Inlet,DE,2000,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.725,0,,,,
North Indian River Inlet,DE,2001,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.746,0,,,,
North Indian River Inlet,DE,2002,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.758,0,,,,
North Indian River Inlet,DE,2003,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.775,0,,,,
North Indian River Inlet,DE,2004,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.793,0,,,,
North Indian River Inlet,DE,2005,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.820,0,,,,
North Indian River Inlet,DE,2006,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.847,0,,,,
North Indian River Inlet,DE,2007,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.871,0,,,,
North Indian River Inlet,DE,2008,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.904,0,,,,
North Indian River Inlet,DE,2009,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.901,0,,,,
North Indian River Inlet,DE,2010,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.916,0,,,,
North Indian River Inlet,DE,2011,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.964,0,,,,
North Indian River Inlet,DE,2012,38.606274,-75.061169,Federal,Federal,Section 111,"3,500","100,000",0,0.964,0,,,,
North Indian River Inlet,DE,2013,38.606274,-75.061169,Federal,Federal,Emergency,"3,500","521,000","6,589,500",0.978,"6,737,730",https://www.fbo.gov/index?s=opportunity&mode=form&tab=core&id=4c894abb13cceba6584b64ee7c7e18a6&_cview=0,,,
