location,state,year,lat,long,fund_source,fund_type,Length (ft),volume,Actual Cost,2013 CF$,cost_2013,$/CY,CY/Foot
Seabrook Island,SC,2003,32.559912,-80.170637,Unknown,Unknown,0.00,130000.00,0.00,0.79,0.00,0.00,#DIV/0!
South Padre Island,TX,2003,26.112402,-97.164567,Federal,Navigation,3780.00,348000.00,2792994.00,0.79,3535435.44,8.03,92.06
"South Padre Island (Park Road 100, Cameron County)",TX,2003,26.155284,-97.170939,State,Shore Protection,2000.00,120000.00,50000.00,0.79,63291.14,0.42,60.00
St. Lucie County: Ft. Pierce Beach,FL,2003,27.441207,-80.32097,Unknown,Unknown,2112.00,336000.00,0.00,0.79,0.00,0.00,159.09
Stone Harbor,NJ,2003,39.050752,-74.756134,Federal,Shore Protection,13300.00,2900000.00,0.00,0.79,0.00,0.00,218.05
Surfside Beach,TX,2003,28.944988,-95.289772,State,Unknown,4700.00,0.00,172479.00,0.79,218327.85,#DIV/0!,0.00
West Galveston Island - Pirates Beach,TX,2003,29.203148,-94.935747,Federal,Shore Protection,12000.00,0.00,612528.00,0.79,775351.90,#DIV/0!,0.00
West Galveston Island - Sea Isle,TX,2003,29.140055,-95.04015,State,Shore Protection,28000.00,0.00,706974.00,0.79,894903.80,#DIV/0!,0.00
West Galveston Island - Spanish Grant ,TX,2003,29.230463,-95.04015,Federal,Shore Protection,7500.00,0.00,1041629.00,0.79,1318517.72,#DIV/0!,0.00
Absecon Island: Atlantic City,NJ,2004,39.357595,-74.421816,Federal,Shore Protection,18250.00,4000000.00,27384615.00,0.81,33766479.65,6.85,219.18
Absecon Island: Margate,NJ,2004,39.329733,-74.492608,Federal,Shore Protection,1360.00,10000.00,0.00,0.81,0.00,0.00,7.35
Absecon Island: Ventnor,NJ,2004,39.337484,-74.475292,Federal,Shore Protection,8500.00,3000000.00,9538462.00,0.81,11761358.82,3.18,352.94
Assateague Island,MD,2004,38.091337,-75.198026,Unknown,Unknown,0.00,95520.00,0.00,0.81,0.00,0.00,#DIV/0!
Assateague Island,MD,2004,38.091337,-75.198026,Unknown,Unknown,0.00,82500.00,0.00,0.81,0.00,0.00,#DIV/0!
Cape May Inlet to Lower Township,NJ,2004,38.941653,-74.883331,Federal,Shore Protection,14000.00,290000.00,2364000.00,0.81,2914919.85,8.15,20.71
Carolina Beach    ,NC,2004,34.038772,-77.888904,Federal,Shore Protection,0.00,680000.00,2909500.00,0.81,3587546.24,4.28,#DIV/0!
Collier County: Marco Island,FL,2004,25.935122,-81.733904,State,Unknown,0.00,520000.00,2500000.00,0.81,3082614.06,4.81,#DIV/0!
Dare County,NC,2004,35.974950,-75.631943,Federal,Emergency,0.00,383000.00,5100000.00,0.81,6288532.68,13.32,0.00
Emerald Isle,NC,2004,34.673133,-76.966696,Federal,Emergency,12500.00,156000.00,1800000.00,0.81,2219482.12,11.54,12.48
Galveston Island (West end of seawall),TX,2004,29.266784,-94.824929,State,Ecosystem Restoration,0.00,25680.00,1360850.00,0.81,1677990.14,52.99,#DIV/0!
Gilgo Beach,NY,2004,40.617373,-73.397169,Federal,Emergency,0.00,953263.00,8467709.00,0.81,10441071.52,8.88,#DIV/0!
Indian Beach/Salter Path,NC,2004,34.686551,-76.895218,Federal,Navigation,13376.00,630094.00,4692249.00,0.81,5785757.09,7.45,47.11
Kure Beach,NC,2004,33.995750,-77.906199,Federal,Shore Protection,6000.00,190000.00,2380000.00,0.81,2934648.58,12.53,31.67
Lee County: Bonita Beach,FL,2004,26.331884,-81.846428,State,Unknown,3900.00,144000.00,2000000.00,0.81,2466091.25,13.89,36.92
Lee County: Bonita Beach,FL,2004,26.331884,-81.846428,State,Unknown,0.00,127290.00,0.00,0.81,0.00,0.00,#DIV/0!
Lee County: Fort Myers Beach,FL,2004,26.4495,-81.948352,State,Unknown,6000.00,587746.00,0.00,0.81,0.00,0.00,97.96
Lewes Beach,DE,2004,38.785519,-75.147815,Federal,Unknown,1400.00,0.00,5567000.00,0.81,6864364.98,#DIV/0!,0.00
Lower Cape May Meadows – Cape May Point,NJ,2004,38.931948,-74.965845,Federal,Shore Protection,675.00,9623.00,0.00,0.81,0.00,0.00,14.26
"McGrath State Beach Park, Ventura County",CA,2004,34.226393,-119.2623327,Federal,Navigation,0.00,500000.00,0.00,0.81,0.00,0.00,#DIV/0!
North Indian River Inlet,DE,2004,38.606274,-75.061169,Federal,Section 111,3500.00,100000.00,0.00,0.81,0.00,0.00,28.57
North Padre Island,TX,2004,26.844711,-97.359703,Federal,Shore Protection,5280.00,544800.00,0.00,0.81,0.00,0.00,103.18
Ocean City,NJ,2004,39.264158,-74.589958,Federal,Shore Protection,9500.00,1600000.00,8314000.00,0.81,10251541.31,5.20,168.42
Ocean City,NJ,2004,39.264158,-74.589958,State,Shore Protection,1000.00,62000.00,0.00,0.81,0.00,0.00,62.00
Palm Beach County: Boca Raton Central,FL,2004,26.355959,-80.069025,State,Unknown,7920.00,747000.00,0.00,0.81,0.00,0.00,94.32
Pawley's Island,SC,2004,33.432811,-79.119024,Local,Unknown,3000.00,29160.00,0.00,0.81,0.00,0.00,9.72
Pea Island,NC,2004,35.727144,-75.496674,Federal,Navigation,0.00,616448.00,2510229.00,0.81,3095226.88,4.07,#DIV/0!
Pine Knoll Shores,NC,2004,34.693921,-76.818552,Federal,Navigation,2200.00,69189.00,902000.00,0.81,1112207.15,13.04,31.45
Pinellas County: Long Key/Pass-A-Grille,FL,2004,27.692449,-82.737851,Federal,Shore Protection,5280.00,95000.00,,0.81,0.00,0.00,17.99
Pinellas County: Long Key/Upham Beach,FL,2004,27.736415,-82.753655,Federal,Shore Protection,3696.00,408000.00,0.00,0.81,0.00,0.00,110.39
Pinellas County: Treasure Island/Sunset Beach,FL,2004,27.749268,-82.762831,Federal,Shore Protection,5280.00,225000.00,0.00,0.81,0.00,0.00,42.61
Quintana,TX,2004,28.931472,-95.305367,State,Unknown,0.00,0.00,1010000.00,0.81,1245376.08,#DIV/0!,#DIV/0!
Robert Moses State Park,NY,2004,40.620728,-73.280182,State,Unknown,0.00,135983.00,1323953.00,0.81,1632494.45,9.74,#DIV/0!
Rockaway Beach,NY,2004,40.585221,-73.806914,Federal,Shore Protection,32736.00,1300000.00,10000000.00,0.81,12330456.23,7.69,39.71
Rollover Pass,TX,2004,29.507633,-94.498773,Federal,Shore Protection,0.00,0.00,600095.00,0.81,739944.51,#DIV/0!,#DIV/0!
St. Lucie County: Ft. Pierce Beach,FL,2004,27.441207,-80.32097,State,Unknown,2640.00,400000.00,2100000.00,0.81,2589395.81,5.25,151.52
Surfside Beach,TX,2004,28.944988,-95.289772,State,Shore Protection,5280.00,0.00,1333333.00,0.81,1644060.42,#DIV/0!,0.00
"Timbalier Island Dune and Marsh Restoration (TE-40)
",LA,2004,29.060524,-90.462835,Federal,Ecosystem Restoration,11616.00,4600000.00,13761336.00,0.81,16968355.12,2.99,396.01
Assateague Island,MD,2005,38.091337,-75.198026,Unknown,Unknown,0.00,80780.00,0.00,0.84,0.00,0.00,#DIV/0!
Assateague Island,MD,2005,38.091337,-75.198026,Unknown,Unknown,0.00,33390.00,0.00,0.84,0.00,0.00,#DIV/0!
Atlantic Beach/Fort Macon,NC,2005,34.694626,-76.705685,Federal,Navigation,29075.00,2920729.00,12900000.00,0.84,15393794.75,4.42,100.45
Avalon,NJ,2005,39.098428,-74.711459,State,Unknown,1400.00,57000.00,0.00,0.84,0.00,0.00,40.71
Bald Head Island,NC,2005,33.855876,-77.999067,Federal,Navigation,16000.00,1200000.00,0.00,0.84,0.00,0.00,75.00
Brevard County: Mid Reach,FL,2005,28.150865,-80.582657,State,Emergency,41184.00,307300.00,9446935.00,0.84,11273192.12,30.74,7.46
Brevard County: North Reach,FL,2005,28.36784,-80.602083,Federal,Emergency,31416.00,755000.00,0.00,0.84,0.00,0.00,24.03
Brevard County: Patrick Air Force Base,FL,2005,28.238729,-80.600921,Federal,Emergency,10200.00,350000.00,0.00,0.84,0.00,0.00,34.31
Brevard County: Sebastian Inlet (South Beaches),FL,2005,27.859054,-80.446873,State,Emergency,58186.00,252200.00,7753065.00,0.84,9251867.54,30.74,4.33
Brevard County: South Reach/Indialantic,FL,2005,28.080008,-80.560856,Federal,Emergency,19536.00,579000.00,0.00,0.84,0.00,0.00,29.64
Cape May Inlet to Lower Township,NJ,2005,38.941653,-74.883331,Federal,Shore Protection,12000.00,800673.00,0.00,0.84,0.00,0.00,66.72
City of Jamaica Beach,TX,2005,29.181391,-94.972343,State,Shore Protection,0.00,0.00,1000000.00,0.84,1193317.42,#DIV/0!,#DIV/0!
Collier County: Hideaway Beach,FL,2005,27.810042,-80.421317,Federal,Emergency,0.00,250000.00,2500000.00,0.84,2983293.56,10.00,#DIV/0!
Duval County,FL,2005,30.394162,-81.405103,Federal,Emergency,0.00,0.00,9000000.00,0.84,10739856.80,#DIV/0!,#DIV/0!
"East Beach, Santa Barbara",CA,2005,34.409813,-119.690552,Federal,Navigation,0.00,600000.00,0.00,0.84,0.00,0.00,#DIV/0!
Emerald Isle,NC,2005,34.658308,-77.041197,Local,Shore Protection,23760.00,700000.00,11400000.00,0.84,13603818.62,16.29,29.46
Escambia County: Pensacola Beach,FL,2005,30.331602,-87.136892,Federal,Emergency,26400.00,2300000.00,10000000.00,0.84,11933174.22,4.35,87.12
Fenwick Island,DE,2005,38.462461,-75.049388,Federal,Shore Protection,6500.00,0.00,7493000.00,0.84,8941527.45,#DIV/0!,0.00
Figure Eight Island - North End,NC,2005,34.287396,-77.721065,Local,Shore Protection,0.00,350000.00,0.00,0.84,0.00,0.00,#DIV/0!
Figure Eight Island - North End,NC,2005,34.287396,-77.721065,Local,Shore Protection,0.00,261235.00,0.00,0.84,0.00,0.00,#DIV/0!
Figure Eight Island - South End,NC,2005,34.252534,-77.758791,Private,Navigation,0.00,183000.00,0.00,0.84,0.00,0.00,#DIV/0!
Folly Beach,SC,2005,32.654263,-79.939721,Federal,Shore Protection,27984.00,2338000.00,14227825.00,0.84,16978311.46,6.09,83.55
Fort Macon,NC,2005,34.693603,-76.686759,Federal,Navigation,0.00,300000.00,0.00,0.84,0.00,0.00,#DIV/0!
Gulf Shores/Orange Beach/Gulf State Park,AL,2005,30.251653,-87.654691,Federal,Emergency,77000.00,7900000.00,30900000.00,0.84,36873508.35,0.00,102.60
Hunting Island,SC,2005,32.362554,-80.441927,State,Unknown,2484.00,87092.00,1666326.00,0.84,1988455.85,19.13,35.06
Isla Blanca Park,TX,2005,26.073552,-97.156692,Federal,Shore Protection,0.00,0.00,520000.00,0.84,620525.06,#DIV/0!,#DIV/0!
Long Beach Island: Harvey Cedars,NJ,2005,39.705998,-74.132245,State,Emergency,800.00,16000.00,0.00,0.84,0.00,0.00,20.00
Lower Cape May Meadows – Cape May Point,NJ,2005,38.931038,-74.9581,Federal,Shore Protection,0.00,1406000.00,0.00,0.84,0.00,0.00,#DIV/0!
Manatee County: Anna Maria Key,FL,2005,27.487539,-82.707858,Federal,Emergency,18480.00,213000.00,0.00,0.84,0.00,0.00,11.53
Martin County,FL,2005,27.256737,-80.196891,Federal,Emergency,21120.00,800000.00,8000000.00,0.84,9546539.38,10.00,37.88
North Indian River Inlet,DE,2005,38.606274,-75.061169,Federal,Section 111,3500.00,100000.00,0.00,0.84,0.00,0.00,28.57
Packery Channel,TX,2005,27.619541,-97.200422,Federal,Unknown,0.00,600000.00,550000.00,0.84,656324.58,0.92,#DIV/0!
Palm Beach County: Delray Beach,FL,2005,26.462092,-80.057373,Federal,Emergency,0.00,0.00,4000000.00,0.84,4773269.69,#DIV/0!,0.00
Rockaway Beach,NY,2005,40.585221,-73.806914,Federal,Navigation,0.00,220000.00,0.00,0.84,0.00,0.00,#DIV/0!
Rollover Pass,TX,2005,29.507633,-94.498773,Federal,Shore Protection,0.00,0.00,806335.00,0.84,962213.60,#DIV/0!,#DIV/0!
Sarasota County: Venice Beach,FL,2005,27.100135,-82.460707,Federal,Emergency,16896.00,1000000.00,16000000.00,0.84,19093078.76,16.00,59.19
Seabrook Island,SC,2005,32.559912,-80.170637,Private,Unknown,0.00,93100.00,149000.00,0.84,177804.30,1.60,#DIV/0!
South Padre Island,TX,2005,26.112402,-97.164567,Federal,Shore Protection,0.00,0.00,2533333.00,0.84,3023070.41,#DIV/0!,#DIV/0!
St. Johns County: St. Augustine Beach,FL,2005,29.823277,-81.262822,Federal,Shore Protection,52800.00,3200000.00,16000000.00,0.84,19093078.76,5.00,60.61
St. Lucie County: Ft. Pierce Beach,FL,2005,27.441207,-80.32097,Federal,Emergency,0.00,0.00,4000000.00,0.84,4773269.69,#DIV/0!,0.00
Topsail Island,NC,2005,34.351940,-77.644415,Federal,Emergency,0.00,58000.00,1500000.00,0.84,1789976.13,25.86,#DIV/0!
West of Shinnecock Inlet/Tiana Beach,NY,2005,40.839983,-72.473545,Federal,Shore Protection,4000.00,302590.00,6615385.00,0.84,7894254.18,21.86,75.65
Westhampton Beach,NY,2005,40.794643,-72.639198,Federal,Shore Protection,0.00,0.00,6923077.00,0.84,8261428.40,#DIV/0!,0.00
Wrightsville Beach,NC,2005,34.207242,-77.793460,Federal,Emergency,0.00,10000.00,100000.00,0.84,119331.74,10.00,#DIV/0!
Assateague Island,MD,2006,38.289667,-75.112495,Unknown,Unknown,0.00,38450.00,0.00,0.87,0.00,0.00,#DIV/0!
Bald Head Island,NC,2006,33.855876,-77.999067,Local,Shore Protection,0.00,47800.00,0.00,0.87,0.00,0.00,#DIV/0!
Bay County: Panama City Beach,FL,2006,30.176314,-85.807965,Federal,Emergency,89760.00,3200000.00,23500000.00,0.87,27167630.06,7.34,35.65
Brevard County: Mid Reach,FL,2006,28.150865,-80.582657,Federal,Emergency,41184.00,127584.00,4219006.00,0.87,4877463.58,33.07,0.00
Brevard County: Sebastian Inlet (South Beaches),FL,2006,27.859054,-80.446873,Federal,Emergency,70800.00,47770.00,1581000.00,0.87,1827745.66,33.10,0.67
Brigantine,NJ,2006,39.405826,-74.362421,Federal,Shore Protection,9504.00,672000.00,15000000.00,0.87,17341040.46,22.32,70.71
Broward County: Hillsboro Beach,FL,2006,26.293954,-80.077651,State,Unknown,0.00,0.00,4515000.00,0.87,5219653.18,#DIV/0!,0.00
Broward County: Segment II/John U Lloyd State Park,FL,2006,26.071056,-80.110524,Federal,Shore Protection,7920.00,545000.00,13194450.00,0.87,15253699.42,24.21,68.81
Broward County: Segment III/Hollywood/Hallandale,FL,2006,25.997048,-80.116382,Federal,Shore Protection,27456.00,1292600.00,31293846.00,0.87,36177856.65,24.21,47.08
Cape Lookout,NC,2006,34.624174,-76.523986,Federal,Shore Protection,2600.00,75700.00,926000.00,0.87,1070520.23,12.23,29.12
Charlotte County: Knight Island,FL,2006,26.885206,-82.335438,State,Unknown,0.00,0.00,1459300.00,0.87,1687052.02,#DIV/0!,#DIV/0!
Collier County,FL,2006,26.240615,-81.820829,Federal,Emergency,45408.00,673000.00,0.00,0.87,0.00,0.00,14.82
Collier County,FL,2006,26.179684,-81.814885,Unknown,Unknown,0.00,0.00,15999600.00,0.87,18496647.40,#DIV/0!,#DIV/0!
Collier County: Marco Island,FL,2006,25.935122,-81.733904,State,Unknown,0.00,0.00,250000.00,0.87,289017.34,#DIV/0!,#DIV/0!
Debidue,SC,2006,33.361942,-79.151065,Private,Unknown,7920.00,600000.00,5600000.00,0.87,6473988.44,9.33,75.76
Duval County,FL,2006,30.394162,-81.405103,Federal,Unknown,0.00,0.00,300000.00,0.87,346820.81,#DIV/0!,#DIV/0!
Edisto Beach,SC,2006,32.477673,-80.336162,State,Unknown,18258.00,875000.00,7700000.00,0.87,8901734.10,8.80,47.92
Edisto Beach State Park,SC,2006,32.540373,-80.23718,State,Unknown,3200.00,181728.00,1593866.00,0.87,1842619.65,8.77,56.79
Emerald Isle Point,NC,2006,34.645027,-77.097867,Federal,Navigation,700.00,80000.00,1034482.00,0.87,1195932.95,12.93,114.29
Escambia County: Pensacola Beach,FL,2006,30.331602,-87.136892,State,Unknown,0.00,0.00,162600.00,0.87,187976.88,#DIV/0!,#DIV/0!
Figure Eight Island - South End,NC,2006,34.252534,-77.758791,Private,Navigation,0.00,179175.00,0.00,0.87,0.00,0.00,#DIV/0!
Figure Eight Island - South End,NC,2006,34.252534,-77.758791,Private,Navigation,0.00,148969.00,0.00,0.87,0.00,0.00,#DIV/0!
Flagler Co. Beach,FL,2006,29.483241,-81.127982,Federal,Unknown,0.00,0.00,700000.00,0.87,809248.55,#DIV/0!,#DIV/0!
Franklin County: Alligator Point,FL,2006,29.983264,-84.416714,State,Unknown,0.00,0.00,2020000.00,0.87,2335260.12,#DIV/0!,#DIV/0!
Holden Beach,NC,2006,33.908890,-78.310204,Federal,Navigation ,0.00,65000.00,840518.00,0.87,971697.11,12.93,#DIV/0!
Holden Beach    ,NC,2006,33.908890,-78.310204,Local,Unknown,3000.00,150000.00,0.00,0.87,0.00,0.00,50.00
Hunting Island,SC,2006,32.362554,-80.441927,State,Unknown,7985.00,644222.00,4500000.00,0.87,5202312.14,6.99,80.68
Indian River County: Vero Beach,FL,2006,27.620501,-80.345936,State,Unknown,0.00,0.00,290000.00,0.87,335260.12,#DIV/0!,#DIV/0!
Indian River County: Wabasso Beach,FL,2006,27.765061,-80.397424,State,Unknown,0.00,0.00,460000.00,0.87,531791.91,#DIV/0!,#DIV/0!
Kiawah Island,SC,2006,32.601693,-80.083047,State,Unknown,0.00,550000.00,3600000.00,0.87,4161849.71,6.55,#DIV/0!
Lee County: Gasparilla Island,FL,2006,26.772966,-82.267288,State,Unknown,0.00,0.00,160000.00,0.87,184971.10,#DIV/0!,#DIV/0!
Manatee County/Sarasota County: Longboat Key,FL,2006,27.411776,-82.660484,Unknown,Unknown,0.00,0.00,1887300.00,0.87,2181849.71,#DIV/0!,#DIV/0!
Martin County: Hutchinson Island,FL,2006,27.295024,-80.214636,Federal,Unknown,0.00,0.00,471900.00,0.87,545549.13,#DIV/0!,#DIV/0!
Martin County: Jupiter/Carlin Beach,FL,2006,26.929823,-80.068209,Federal,Unknown,0.00,0.00,272100.00,0.87,314566.47,#DIV/0!,#DIV/0!
Monroe County: Key West/Smathers Beach,FL,2006,24.551841,-81.769303,State,Unknown,0.00,0.00,371000.00,0.87,428901.73,#DIV/0!,#DIV/0!
North Indian River Inlet,DE,2006,38.606274,-75.061169,Federal,Section 111,3500.00,100000.00,0.00,0.87,0.00,0.00,28.57
North Topsail Beach,NC,2006,34.524308,-77.347054,Federal,Navigation,0.00,100000.00,1293103.00,0.87,1494916.76,12.93,#DIV/0!
Ocean Isle Beach,NC,2006,33.897454,-78.393888,Federal,Navigation,0.00,45000.00,581898.00,0.87,672714.45,12.93,#DIV/0!
Ocean Isle Beach,NC,2006,33.897454,-78.393888,Federal,Navigation,800.00,48000.00,500000.00,0.87,578034.68,10.42,60.00
Ocean Isle Beach,NC,2006,33.890044,-78.422899,Federal,Shore Protection,6200.00,410000.00,2100000.00,0.87,2427745.66,5.12,66.13
Palm Beach County: Boca Raton Central,FL,2006,26.355959,-80.069025,State,Unknown,0.00,0.00,121500.00,0.87,140462.43,#DIV/0!,#DIV/0!
Palm Beach County: Boca Raton North,FL,2006,26.359727,-80.068703,Federal,Unknown,0.00,0.00,303300.00,0.87,350635.84,#DIV/0!,#DIV/0!
Palm Beach County: Boca Raton South,FL,2006,26.354421,-80.069046,State,Unknown,0.00,0.00,586700.00,0.87,678265.90,#DIV/0!,#DIV/0!
Palm Beach County: Juno Beach,FL,2006,26.879895,-80.052459,State,Unknown,0.00,0.00,125000.00,0.87,144508.67,#DIV/0!,#DIV/0!
Palm Beach County: Mid-town Beach ,FL,2006,26.714468,-80.033062,Local,Unknown,0.00,0.00,300000.00,0.87,346820.81,#DIV/0!,#DIV/0!
Palm Beach County: Ocean Ridge,FL,2006,26.527031,-80.047288,Federal,Unknown,0.00,0.00,4800000.00,0.87,5549132.95,#DIV/0!,0.00
Palm Beach County: Palm Beach,FL,2006,26.705425,-80.032884,State,Unknown,0.00,0.00,2846000.00,0.87,3290173.41,#DIV/0!,#DIV/0!
Palm Beach County: Palm Beach,FL,2006,26.705425,-80.032884,State,Unknown,0.00,0.00,450000.00,0.87,520231.21,#DIV/0!,#DIV/0!
Palm Beach County: Phipps Beach,FL,2006,26.638655,-80.037289,State,Unknown,0.00,0.00,1838700.00,0.87,2125664.74,#DIV/0!,#DIV/0!
Pinellas County: Long Key/Upham Beach,FL,2006,27.736415,-82.753655,Federal,Emergency,2112.00,90000.00,0.00,0.87,0.00,0.00,42.61
Pinellas County: Mullet Key,FL,2006,27.617654,-82.72306,Federal,Navigation,2500.00,200000.00,236000.00,0.87,272832.37,1.18,80.00
Pinellas County: Sand Key/Clearwater to North Redington Beach,FL,2006,27.93997,-82.83965,Federal,Shore Protection,47520.00,1700000.00,45000000.00,0.87,52023121.39,26.47,35.77
Pinellas County: Treasure Island/Sunset Beach,FL,2006,27.749268,-82.762831,Federal,Shore Protection,7920.00,180000.00,0.00,0.87,0.00,0.00,22.73
Rehoboth Beach/Dewey Beach,DE,2006,38.69298,-75.07179,Federal,Shore Protection,13500.00,0.00,16505000.00,0.87,19080924.86,#DIV/0!,0.00
Rollover Pass,TX,2006,29.507633,-94.498773,Federal,Navigation,3000.00,0.00,793000.00,0.87,916763.01,#DIV/0!,0.00
Santa Rosa County: Navarre Beach,FL,2006,30.382057,-86.854305,State,Unknown,0.00,0.00,13380000.00,0.87,15468208.09,#DIV/0!,#DIV/0!
Sarasota County: Sarasota,FL,2006,27.340455,-82.601609,State,Unknown,0.00,0.00,5690000.00,0.87,6578034.68,#DIV/0!,0.00
Sarasota County: Venice Beach,FL,2006,27.100135,-82.460707,Federal,Unknown,0.00,0.00,3950000.00,0.87,4566473.99,#DIV/0!,0.00
Shark River Inlet,NJ,2006,40.18907,-74.009149,Federal,Navigation,0.00,15000.00,0.00,0.87,0.00,0.00,#DIV/0!
St. Lucie County: Ft. Pierce Inlet,FL,2006,27.473476,-80.290017,Federal,Unknown,0.00,0.00,8200000.00,0.87,9479768.79,#DIV/0!,#DIV/0!
St. Lucie County: South St. Lucie Beach,FL,2006,27.468088,-80.290607,Federal,Unknown,0.00,0.00,600000.00,0.87,693641.62,#DIV/0!,#DIV/0!
Volusia County: Ponce de Leon Port Authority,FL,2006,29.082801,-80.922654,State,Unknown,0.00,0.00,300000.00,0.87,346820.81,#DIV/0!,#DIV/0!
Volusia County: Smyrna/Bethune,FL,2006,29.03546,-80.893364,State,Unknown,0.00,0.00,20000000.00,0.87,23121387.28,0.00,#DIV/0!
Walton County,FL,2006,30.318534,-86.130219,Federal,Unknown,0.00,0.00,2000000.00,0.87,2312138.73,#DIV/0!,#DIV/0!
Wrightsville Beach,NC,2006,34.207242,-77.793460,Federal,Shore Protection,15000.00,500000.00,7260000.00,0.87,8393063.58,14.52,33.33
Atlantic Beach/Fort Macon,NC,2007,34.694626,-76.705685,Federal,Navigation,2000.00,184828.00,5344000.00,0.89,6004494.38,28.91,92.41
Bald Head Island,NC,2007,33.855876,-77.999067,Federal,Navigation,16000.00,1200000.00,8780000.00,0.89,9865168.54,7.32,75.00
Barataria Barrier Island Complex Project: Chaland Pass (BA-38),LA,2007,29.310212,-89.761895,Federal,Ecosystem Restoration,16368.00,0.00,43512727.00,0.89,48890704.49,#DIV/0!,0.00
Brevard County: Port Canaveral Harbor Sand Bypass,FL,2007,28.390947,-80.595667,Federal,Navigation,0.00,750000.00,0.00,0.89,0.00,0.00,#DIV/0!
Cape May Inlet to Lower Township,NJ,2007,38.941653,-74.883331,Federal,Shore Protection,0.00,230000.00,3995500.00,0.89,4489325.84,17.37,#DIV/0!
Carolina Beach,NC,2007,34.038772,-77.888904,Federal,Shore Protection,5280.00,532250.00,3000000.00,0.89,3370786.52,5.64,100.80
Emerald Isle,NC,2007,34.658308,-77.041197,Federal,Emergency,27663.00,569160.00,6568992.40,0.89,7380890.34,11.54,20.57
Folly Beach,SC,2007,32.654263,-79.939721,Federal,Emergency,10032.00,485000.00,8185024.00,0.89,9196656.18,16.88,48.35
Fort Macon,NC,2007,34.693603,-76.686759,Federal,Navigation,2000.00,211000.00,1184500.00,0.89,1330898.88,5.61,105.50
Harrison County,MS,2007,30.385167,-89.012775,Local,Shore Protection,141000.00,1100000.00,6000000.00,0.89,6741573.03,5.45,7.80
Hilton Head,SC,2007,32.236644,-80.677092,Local,Unknown,45500.00,2700000.00,19000000.00,0.89,21348314.61,7.04,59.34
Indian Beach/Salter Path,NC,2007,34.686551,-76.895218,Federal,Emergency,13389.00,298604.00,3893193.56,0.89,4374374.79,13.04,22.30
Indian River County: Ambersand Beach,FL,2007,27.835129,-80.43417,State,Emergency,0.00,536000.00,0.00,0.89,0.00,0.00,#DIV/0!
Indian River County: Ambersand Beach,FL,2007,27.835129,-80.43417,State,Emergency,0.00,243000.00,0.00,0.89,0.00,0.00,#DIV/0!
Kure Beach,NC,2007,33.995750,-77.906199,Federal,Shore Protection,4224.00,262790.00,3100000.00,0.89,3483146.07,11.80,62.21
Long Beach Island: Surf City,NJ,2007,39.625788,-74.194107,Federal,Shore Protection,8100.00,880000.00,71000000.00,0.89,79775280.90,80.68,108.64
North Indian River Inlet,DE,2007,38.606274,-75.061169,Federal,Section 111,3500.00,100000.00,0.00,0.89,0.00,0.00,28.57
Ocean Isle Beach,NC,2007,33.890044,-78.422899,Local,Shore Protection,2700.00,135000.00,650000.00,0.89,730337.08,4.81,50.00
Pawley's Island,SC,2007,33.432811,-79.119024,Local,Emergency,3000.00,40000.00,426912.00,0.89,479676.40,10.67,13.33
Pine Knoll Shores,NC,2007,34.693921,-76.818552,Federal,Emergency,13615.00,112555.00,3311582.44,0.89,3720879.15,29.42,8.27
Pine Knoll Shores,NC,2007,34.693921,-76.818552,Federal,Navigation,21120.00,920000.00,10326000.00,0.89,11602247.19,11.22,43.56
Sandbridge,VA,2007,36.745865,-75.943615,Federal,Shore Protection,26400.00,2200000.00,0.00,0.89,0.00,0.00,83.33
Topsail Island,NC,2007,34.351940,-77.644415,Federal,Navigation,4000.00,160000.00,0.00,0.89,0.00,0.00,40.00
Arcadian Shores,SC,2008,33.768957,-78.771844,Local,Unknown,6400.00,331574.00,4097223.00,0.92,4434224.03,12.36,51.81
Avalon,NJ,2008,39.098428,-74.711459,Federal,Shore Protection,2600.00,225000.00,0.00,0.92,0.00,0.00,86.54
Bethany/South Bethany Beach,DE,2008,38.539808,-75.053873,Federal,Shore Protection,14950.00,3800000.00,27700000.00,0.92,29978354.98,7.29,254.18
Brevard County: Mid Reach,FL,2008,28.150865,-80.582657,State,Emergency,41184.00,95777.00,2266715.00,0.92,2453154.76,23.67,2.33
Brevard County: Sebastian Inlet (South Beaches),FL,2008,27.859054,-80.446873,State,Emergency,70800.00,30948.00,733285.00,0.92,793598.48,23.69,0.44
Garden City Beach,SC,2008,33.581876,-78.993073,Federal,Shore Protection,40650.00,857633.00,10448954.00,0.92,11308391.77,12.18,21.10
Gilgo Beach,NY,2008,40.617373,-73.397169,Federal,Navigation,0.00,619000.00,0.00,0.92,0.00,0.00,#DIV/0!
Isle of Palms,SC,2008,32.797556,-79.753962,Local,Unknown,10200.00,933895.00,10600000.00,0.92,11471861.47,11.35,91.56
Kitts Hummock Beach,DE,2008,39.101242,-75.400844,State,Unknown,1400.00,15000.00,0.00,0.92,0.00,0.00,10.71
North Indian River Inlet,DE,2008,38.606274,-75.061169,Federal,Section 111,3500.00,100000.00,0.00,0.92,0.00,0.00,28.57
North Myrtle Beach,SC,2008,33.814998,-78.679404,Federal,Unknown,45400.00,902725.00,9554008.00,0.92,10339835.50,10.58,19.88
Ocean City,NJ,2008,39.264158,-74.589958,State,Shore Protection,11000.00,900825.00,0.00,0.92,0.00,0.00,81.89
